title,price,bedrooms,has_maid_room,bathrooms,area sqm,property_type,available from,location,amenities
Zed East 1 Bedroom Apartment lowest Price Resale,4000000,1,Yes,2,85915,Apartment,18 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Standalone Villa in Villette Best Price Opportunty,54000000,5,Yes,5,6006458,Villa,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Standalone Villa in Villette Best Price Opportunty,54000000,5,Yes,5,6006458,Villa,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Blanca Marassi Standalone Villa | Best Lagoon View,54000000,5,Yes,5,5005382,Villa,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Shared Pool, Study, View of Water, Security, Shared Spa, Shared Gym"
Blanca Marassi Standalone Villa | Best Lagoon View,54000000,5,Yes,5,5005382,Villa,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Shared Pool, Study, View of Water, Security, Shared Spa, Shared Gym"
Zed East Resale Lowest Price 3 Bedrooms Hot Deal,10400000,3,Yes,3,1651776,Apartment,18 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Zed East Resale Lowest Price 3 Bedrooms Hot Deal,10400000,3,Yes,3,1651776,Apartment,18 Jun 2026,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Corner Townhouse in Villette Best Price Available,39000000,5,Yes,4,4004306,Twin House,15 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Spa, Lobby in Building, Children's Pool"
Corner Townhouse in Villette Best Price Available,39000000,5,Yes,4,4004306,Twin House,15 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Spa, Lobby in Building, Children's Pool"
Villette Sodic Apartment Best Price Landscape View,13000000,3,Yes,3,1882024,Apartment,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Villette Sodic Apartment Best Price Landscape View,13000000,3,Yes,3,1882024,Apartment,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Standalone Villa in Mivida | Best Price Green View,39000000,3,Yes,3,3563832,Villa,19 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Standalone Villa in Mivida | Best Price Green View,39000000,3,Yes,3,3563832,Villa,19 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Direct Marina Chalet | Best View & Best Price,25000000,2,Yes,2,1401507,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Direct Marina Chalet | Best View & Best Price,25000000,2,Yes,2,1401507,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Luxury Duplex with Private Garden | Premium Finish,25000000,4,Yes,4,3183423,Duplex,21 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Study, View of Water"
Luxury Duplex with Private Garden | Premium Finish,25000000,4,Yes,4,3183423,Duplex,21 Jun 2026,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Study, View of Water"
Lowest Down Payment Villa 6 Beds Facing north,40000000,6,Yes,6,3273520,Villa,22 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Lowest Down Payment Villa 6 Beds Facing north,40000000,6,Yes,6,3273520,Villa,22 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Marassi Chalet | Large Pool View Best Deal,19000000,3,Yes,3,1801938,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Maids Room, Private Garden, Kitchen Appliances, Children's Pool"
Marassi Chalet | Large Pool View Best Deal,19000000,3,Yes,3,1801938,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Maids Room, Private Garden, Kitchen Appliances, Children's Pool"
ULTRA Finishing Penthouse V-Residence pool view,22000000,5,Yes,4,2803014,Penthouse,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, Shared Gym, View of Landmark"
ULTRA Finishing Penthouse V-Residence pool view,22000000,5,Yes,4,2803014,Penthouse,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Private Pool, Shared Pool, Shared Gym, View of Landmark"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
penthouse prime location installments up to 10y,17400000,2,Yes,2,1811948,Penthouse,20 Jun 2026,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
penthouse prime location installments up to 10y,17400000,2,Yes,2,1811948,Penthouse,20 Jun 2026,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
penthouse 3br for sale prime location in vye,18840000,3,Yes,3,2212379,Apartment,20 Jun 2026,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
penthouse 3br for sale prime location in vye,18840000,3,Yes,3,2212379,Apartment,20 Jun 2026,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
For sale apartment 2 bed lowest price in vye,14856000,2,Yes,2,1221313,Apartment,20 Jun 2026,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Built in Wardrobes, Central A/C, Balcony, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
For sale apartment 2 bed lowest price in vye,14856000,2,Yes,2,1221313,Apartment,20 Jun 2026,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Built in Wardrobes, Central A/C, Balcony, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
prime location apartment in mostkbalcity by sodic,20500000,3,Yes,3,1811948,Apartment,18 Jun 2026,"East Vale, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
prime location apartment in mostkbalcity by sodic,20500000,3,Yes,3,1811948,Apartment,18 Jun 2026,"East Vale, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
for sale Prime location chalet in ghzala bay,18000000,2,Yes,2,1251345,Chalet,18 Jan 2029,"Playa SeaShell, Seashell, Ras Al Hekma, North Coast","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
for sale Prime location chalet in ghzala bay,18000000,2,Yes,2,1251345,Chalet,18 Jan 2029,"Playa SeaShell, Seashell, Ras Al Hekma, North Coast","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
For sale ready to move villa direct on lake,16000000,4,Yes,4,2562756,Townhouse,20 Jun 2026,"Sheikh Zayed Desert Road, Riviera City, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
For sale ready to move villa direct on lake,16000000,4,Yes,4,2562756,Townhouse,20 Jun 2026,"Sheikh Zayed Desert Road, Riviera City, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Chalet direct lagoon fully finished&Acs sea view,8000000,2,Yes,2,1251345,Chalet,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Chalet direct lagoon fully finished&Acs sea view,8000000,2,Yes,2,1251345,Chalet,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
1 bedroom apartment prime location for sale,12500000,1,Yes,1,82883,Apartment,20 Jan 2028,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
1 bedroom apartment prime location for sale,12500000,1,Yes,1,82883,Apartment,20 Jan 2028,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Luxury sea view villa with early delivery now.,31600000,3,Yes,4,1882024,Twin House,21 Jun 2026,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Kitchen Appliances, Private Garden, Private Pool, Covered Parking, Central A/C, Maids Room, Shared Pool"
Luxury sea view villa with early delivery now.,31600000,3,Yes,4,1882024,Twin House,21 Jun 2026,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Kitchen Appliances, Private Garden, Private Pool, Covered Parking, Central A/C, Maids Room, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Own a Silver Sands chalet with 100K refundable DP.,10000000,1,Yes,1,65700,Chalet,22 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Kitchen Appliances, Shared Pool, Study"
Own a Silver Sands chalet with 100K refundable DP.,10000000,1,Yes,1,65700,Chalet,22 Jun 2026,"Silver Sands, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Kitchen Appliances, Shared Pool, Study"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Duplex,21 Jun 2026,"June, Ras Al Hekma, North Coast","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Duplex,21 Jun 2026,"June, Ras Al Hekma, North Coast","Partly furnished, Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
apartment early deliver with good location,8000000,2,Yes,2,1411518,Apartment,1 Jan 2029,"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
apartment early deliver with good location,8000000,2,Yes,2,1411518,Apartment,1 Jan 2029,"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Chalet,21 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Chalet,21 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,8500000,1,Yes,1,70753,Chalet,21 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Apartment with 500k downpayment ready to move,8158000,3,Yes,3,1601722,Apartment,21 Jun 2026,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
Apartment with 500k downpayment ready to move,8158000,3,Yes,3,1601722,Apartment,21 Jun 2026,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo","Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Chalet,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Chalet,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Private Garden, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Chalet,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Chalet,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Immediate Delivery | 15% Down Payment | Up to 10 Y,32000000,3,Yes,2,2302476,Townhouse,22 Jun 2026,"Naia bay, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Duplex,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
CHALET 3 BEDROOMS FULLY FINISHED WITH ACS,20000000,3,Yes,4,2412594,Duplex,21 Jun 2026,"Direction White, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Marina 1 Chalet | Bahary | Heart of Marassi 2 bed,24000000,2,Yes,2,1371475,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Covered Parking, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Marina 1 Chalet | Bahary | Heart of Marassi 2 bed,24000000,2,Yes,2,1371475,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Covered Parking, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
resale chalet 1st floor view lagoon direct,15000000,3,Yes,4,1902045,Chalet,22 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
resale chalet 1st floor view lagoon direct,15000000,3,Yes,4,1902045,Chalet,22 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Marassi Marina West | Chalet | Only 1.5M Remaining,20500000,2,Yes,2,1371475,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Kitchen Appliances, Private Garden, Private Pool, Shared Pool"
Marassi Marina West | Chalet | Only 1.5M Remaining,20500000,2,Yes,2,1371475,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Kitchen Appliances, Private Garden, Private Pool, Shared Pool"
resale chalet with garden in very prime location,12500000,3,Yes,2,1301399,Chalet,22 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
resale chalet with garden in very prime location,12500000,3,Yes,2,1301399,Chalet,22 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
sea view villa with prime price & fully finish,19200000,4,Yes,3,2502691,Villa,22 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
sea view villa with prime price & fully finish,19200000,4,Yes,3,2502691,Villa,22 Jun 2026,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Marassi Marina Views | Lagoon View Chalet | 2 Bed,25000000,2,Yes,2,1371475,Chalet,22 Jun 2026,"Marassi, Sidi Abdel Rahman, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Kitchen Appliances, Private Garden, Private Pool, Shared Pool"
